,camp_name,id,year,campyearid,location,target,territory,terr_iso,target_country,targ_iso,status,cyear,camp_beyear,start_date,start_year,start_date_source,end_date,end_year,end_date_source,camp_duration,prim_meth,resis_meth,camp_goals,goalschange,camp_orgs,camp_orgs_list,camp_size,camp_size_cat,total_part,camp_confl_intensity,violent_flank,flank_intensity,flank_scope,flank_response,camp_structure,media_outreach,cdivers,cdivers_types,div_class,div_ideology,div_regional,div_ethnicity,div_religion,parall_instit,parall_instit_types,pi_education,pi_soc_welfare,pi_trad_media,pi_new_media,pi_police,pi_armed_wing,pi_courts,pi_pol_party,pi_pol_wing,repression,indiscrim,fatalities_range,audience_backlash,ab_domestic,ab_internat,ab_int_mat,camp_backlash,sec_defect,state_defect,wdrwl_support,camp_support,sdirect,slifted,in_media,dom_media,pop_opinion,ra_initials,tccode,lccode,start_date_obsolete,end_date_obsolete,success,progress,progress_names,goal_names,Time,PopTotal,percent_participation,population_bad,repression_names,resistance method
1193,Timorese Independence Campaign,230,1980,230_1980,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,0,,0,0,-99,2,0,,,,0,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"1,5,7,8,10",1,0,0,0,1,0,1,1,0,3,1,3.0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1980.0,642224.0,-0.015415182241710056,True,extreme repression,sometimes violent
1194,Timorese Independence Campaign,230,1981,230_1981,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,2,National Council for Revolutionary Resistance (CRRN); Clandestine Front,0,0,600,2,0,,,,1,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"1,5,7,8,11",1,0,0,0,1,0,1,1,0,3,1,3.0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1981.0,649250.0,0.09241432422025414,False,extreme repression,sometimes violent
1195,Timorese Independence Campaign,230,1982,230_1982,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,0,,0,0,400,2,0,,,,1,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"1,5,7,8,12",1,0,0,0,1,0,1,1,0,3,1,3.0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1982.0,655112.0,0.06105826179340326,False,extreme repression,sometimes violent
1196,Timorese Independence Campaign,230,1983,230_1983,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,0,,1,0,1700,2,0,,,,1,1,1,"1,2,3,4,7,8",1,0,1,1,0,1,"1,5,7,8,13",1,0,0,0,1,0,1,1,0,3,1,3.0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1983.0,662412.0,0.25663786284064904,False,extreme repression,sometimes violent
1197,Timorese Independence Campaign,230,1984,230_1984,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,0,,0,0,500,2,0,,,,1,1,1,"1,2,3,4,5,7,8",1,1,1,1,0,1,"1,5,7,8,14",1,0,0,0,1,0,1,1,0,3,1,3.0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1984.0,671373.0,0.07447424903890983,False,extreme repression,sometimes violent
1198,Timorese Independence Campaign,230,1985,230_1985,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,0,,0,0,500,2,0,,,,1,1,1,"1,2,3,4,5,7,8",1,1,1,1,0,1,"1,3,5,7,8,9",1,0,1,0,1,0,1,1,1,3,0,3.0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1985.0,682109.0,0.07330206755811755,False,extreme repression,sometimes violent
1199,Timorese Independence Campaign,230,1986,230_1986,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,0,,0,0,500,2,0,,,,1,1,1,"1,2,3,4,5,7,8",1,1,1,1,0,1,"1,3,5,7,8,9",1,0,1,0,1,0,1,1,1,3,0,3.0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1986.0,694250.0,0.07202016564638099,False,extreme repression,sometimes violent
1200,Timorese Independence Campaign,230,1987,230_1987,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,1,National Council of Maubere Resistance (Concelho Nacional da Resistencia Maubere),0,0,500,2,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,5,7,8,9",1,0,1,0,1,0,1,1,1,3,0,3.0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1987.0,707762.0,0.07064521689494492,False,extreme repression,sometimes violent
1201,Timorese Independence Campaign,230,1988,230_1988,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,0,0,5,0,7,"FRETILIN, Falintil (Fretilin Armed Forces), National Council of Maubere Resistance (CNRM), East Timorese Student's Assocation (IMPLETIM), Natonal Resistance of East Timorese Students (RENETIL), The Popular Organization of Timorese Women (OPMT),",1,0,1500,0,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"1,3,7,8",1,0,1,0,0,0,1,1,0,3,0,5.0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1988.0,722690.0,0.207557874053882,False,extreme repression,sometimes violent
1202,Timorese Independence Campaign,230,1989,230_1989,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,2,5,0,2,National Resistance of East Timorese Students (Renetil); Executive Commission Clandestine Front (CE/FC),1,0,4000,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,0,3.0,2,0,1,0,3,0,0,0,0,0,0,2,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1989.0,739735.0,0.540734181835387,False,extreme repression,sometimes violent
1203,Timorese Independence Campaign,230,1990,230_1990,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,0,,1,0,1400,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,0,2.0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1990.0,758106.0,0.18467074525198324,False,extreme repression,sometimes violent
1204,Timorese Independence Campaign,230,1991,230_1991,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,0,,1,0,3500,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,1,4.0,"2,3",0,1,1,3,0,0,1,0,1,0,2,2,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1991.0,772655.0,0.45298354375497474,False,extreme repression,sometimes violent
1205,Timorese Independence Campaign,230,1992,230_1992,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,0,,1,0,1168,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,0,1.0,"2,3",0,1,1,2,0,0,0,0,1,0,1,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1992.0,783705.0,0.14903567030961906,False,extreme repression,sometimes violent
1206,Timorese Independence Campaign,230,1993,230_1993,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,3,Executive Commission for Struggle/Army Front (CEL/FA); Executive Commission for Struggle/Diplomatic Front (CFD); Executive Commission for Struggle/Clandestine Front (CEL/FC),1,0,1000,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,0,1.0,"2,3",0,1,1,2,0,0,0,0,1,0,1,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1993.0,795179.0,0.12575784823291358,False,extreme repression,sometimes violent
1207,Timorese Independence Campaign,230,1994,230_1994,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,0,,0,0,800,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,0,1.0,"2,3",0,1,1,3,0,0,0,0,1,0,2,0,0,,850.0,850.0,7/12/1975,31/10/1999,0,1,visible gains short of concessions,greater autonomy,1994.0,807115.0,0.09911846515056714,False,extreme repression,sometimes violent
1208,Timorese Independence Campaign,230,1995,230_1995,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,0,,0,0,200,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,1,2.0,"2,3",0,1,1,3,0,0,0,1,1,0,2,2,0,,850.0,850.0,7/12/1975,31/10/1999,0,1,visible gains short of concessions,greater autonomy,1995.0,819226.0,0.024413287664209877,False,extreme repression,sometimes violent
1209,Timorese Independence Campaign,230,1996,230_1996,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,0,,3,2,200000,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,0,1.0,"2,3",0,1,1,3,0,0,0,1,1,0,2,2,0,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1996.0,831269.0,24.059600442215455,False,extreme repression,sometimes violent
1210,Timorese Independence Campaign,230,1997,230_1997,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,1,Movement for Reconciliation and Unity of the People of East Timor,1,0,1700,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,1,1.0,"2,3",0,1,1,3,0,1,0,1,0,1,2,2,2,,850.0,850.0,7/12/1975,31/10/1999,0,0,status quo,greater autonomy,1997.0,843341.0,0.20157919512984665,False,extreme repression,sometimes violent
1211,Timorese Independence Campaign,230,1998,230_1998,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,1,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,2,"National Council of East Timor Resistance - Internal Political Front (CNRT/FPI); National Council of Timorese Resistance (Concelho Nacional da Resistencia Timorense, CNRT)",2,1,30000,0,2,3.0,2.0,2.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,6,7,8",0,0,1,0,0,1,1,1,0,3,1,3.0,"2,3",0,1,1,3,0,0,0,1,0,0,2,2,0,,850.0,850.0,7/12/1975,31/10/1999,0,3,significant concessions achieved,greater autonomy,1998.0,855409.0,3.5070942671868077,False,extreme repression,sometimes violent
1212,Timorese Independence Campaign,230,1999,230_1999,East Timor,Indonesian occupation,East Timor,626.0,Indonesia,360.0,0,2,0,1975-12-7,1975,"Lundry, C. (2002). From passivity to political resource: The Catholic Church and the development of nationalism in East Timor. Asian Studies, 38(1), 1-33.",1999-10-31,1999,UCDP Conflict Encyclopedia,25,1,0,5,0,0,,2,1,10000,0,2,3.0,2.0,3.0,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,7,8",0,0,1,0,0,0,1,1,0,3,1,5.0,"2,3",0,1,1,2,0,0,1,1,1,0,2,2,1,,850.0,850.0,7/12/1975,31/10/1999,1,4,complete success,greater autonomy,1999.0,866649.0,1.1538696750356836,False,extreme repression,sometimes violent
1213,Tulip Revolution,231,2005,231_2005,Kyrgyzstan,Akayev regime,,,Kyrgyzstan,417.0,0,0,1,2005-3-1,2005,"Marat, Erica. The Tulip Revolution: Kyrgyzstan One Year After. 2006. Washington, DC: The Jamestown Foundation",2005-3-24,2005,"Marat, Erica. The Tulip Revolution: Kyrgyzstan One Year After. 2006. Washington, DC: The Jamestown Foundation",1,1,0,0,0,1,People's Movement of Kyrgyzstan (PMK),2,1,50000,3,2,1.0,1.0,2.0,0,1,1,"1,2,3,4,5,6,7,8,9",1,1,1,1,1,1,"2,3,8",0,1,1,0,0,0,0,1,0,3,0,1.0,"1,2",1,1,0,3,0,1,0,1,0,0,1,1,1,,703.0,703.0,1/3/2005,24/3/2005,1,4,complete success,regime change,2005.0,5193114.0,0.962813448732302,False,extreme repression,always violent
1214,Tunisian independence movement,232,1952,232_1952,Tunisia,French occupation,Tunisia,788.0,France,788.0,0,0,0,1952-1-16,1952,"University of Central Arkansas, ""French Tunisia (1881 -1956)""",1954-10-20,1954,"University of Central Arkansas, ""French Tunisia (1881 -1956)""",3,1,0,5,0,8,"Neo-Destour, Destour, Union G?©n?©rale de l'Agriculture Tunisienne (UGAT), Tunisian (non-French) Association of Chambers of Commerce, Tunisian Feminist Movement, Union G?©n?©rale Tunisienne de Travailleurs (UGTT), Union G?©n?©rale des Etudiants",3,2,300000,2,1,0.0,0.0,0.0,1,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,"8,10",0,0,0,0,0,0,0,1,0,3,1,4.0,2,0,1,0,3,0,0,0,1,0,0,2,2,0,,616.0,616.0,16/1/1952,20/10/1954,0,1,visible gains short of concessions,greater autonomy,1952.0,3744372.0,8.01202444628899,False,extreme repression,sometimes violent
1215,Tunisian independence movement,232,1953,232_1953,Tunisia,French occupation,Tunisia,788.0,France,788.0,0,1,0,1952-1-16,1952,"University of Central Arkansas, ""French Tunisia (1881 -1956)""",1954-10-20,1954,"University of Central Arkansas, ""French Tunisia (1881 -1956)""",3,0,1,5,0,0,,3,2,200001,2,0,,,,1,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,8,0,0,0,0,0,0,0,1,0,3,1,3.0,2,0,1,0,3,0,0,0,1,0,0,2,2,0,,616.0,616.0,16/1/1952,20/10/1954,0,0,status quo,greater autonomy,1953.0,3818148.0,5.238167823772153,False,extreme repression,sometimes violent
1216,Tunisian independence movement,232,1954,232_1954,Tunisia,French occupation,Tunisia,788.0,France,788.0,0,2,0,1952-1-16,1952,"University of Central Arkansas, ""French Tunisia (1881 -1956)""",1954-10-20,1954,"University of Central Arkansas, ""French Tunisia (1881 -1956)""",3,0,0,5,0,0,,3,2,325000,2,0,,,,1,1,1,"1,2,3,4,5,6,7",1,1,1,0,0,1,8,0,0,0,0,0,0,0,1,0,3,1,4.0,2,0,1,0,3,0,0,0,1,0,0,2,2,0,,616.0,616.0,16/1/1952,20/10/1954,1,4,complete success,greater autonomy,1954.0,3894776.0,8.344510698432977,False,extreme repression,sometimes violent
1217,Tupamaros,234,1963,234_1963,Uruguay,Uruguay government,,,Uruguay,858.0,0,0,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,1,National Liberation Movement (MLN),0,0,20,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,6,7",0,0,1,1,0,0,1,0,0,2,0,-99.0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1963.0,2622936.0,0.0007625043081493411,False,moderate repression,never violent
1218,Tupamaros,234,1964,234_1964,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,0,,0,0,50,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,6,7",0,0,1,1,0,0,1,0,0,2,0,-99.0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1964.0,2652376.0,0.0018851022630275646,False,moderate repression,never violent
1219,Tupamaros,234,1965,234_1965,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,0,,0,0,50,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,6,7",0,0,1,1,0,0,1,0,0,2,0,-99.0,0,0,0,0,3,0,0,0,0,0,0,0,2,-99,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1965.0,2680427.0,0.0018653744347449119,False,moderate repression,never violent
1220,Tupamaros,234,1966,234_1966,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,0,,0,0,25,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,5,6,7",0,0,1,1,1,0,1,0,0,3,0,1.0,0,0,0,0,3,0,0,0,0,0,0,0,2,-99,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1966.0,2707030.0,0.0009235213499665686,False,extreme repression,never violent
1221,Tupamaros,234,1967,234_1967,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,0,,0,0,20,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,5,6,7",0,0,1,1,1,0,1,0,0,3,0,-99.0,0,0,0,0,3,0,0,0,0,0,0,0,2,-99,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1967.0,2731847.0,0.0007321054217165163,False,extreme repression,never violent
1222,Tupamaros,234,1968,234_1968,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,0,,1,0,1000,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,5,6,7",0,0,1,1,1,0,1,0,0,3,1,-99.0,1,1,0,0,3,1,0,0,0,0,0,0,2,1,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1968.0,2754417.0,0.03630532341326676,False,extreme repression,never violent
1223,Tupamaros,234,1969,234_1969,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,1,OPR 33,1,0,1000,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,6,7",0,0,1,1,0,0,1,0,0,3,1,2.0,1,1,0,0,3,1,1,-99,0,0,0,1,2,-99,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1969.0,2773957.0,0.03604958548384131,False,extreme repression,never violent
1224,Tupamaros,234,1970,234_1970,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,0,,1,0,3000,0,0,,,,1,1,1,"1,2,3,5,6,8",1,1,0,1,0,1,"3,4,6,7",0,0,1,1,0,0,1,0,0,3,1,2.0,1,1,0,0,3,1,0,-99,1,0,0,2,2,-99,,165.0,165.0,31/7/1963,1/9/1972,0,0,status quo,regime change,1970.0,2790265.0,0.1075166695636436,False,extreme repression,never violent
1225,Tupamaros,234,1971,234_1971,Uruguay,Uruguay government,,,Uruguay,858.0,0,1,0,1963-7-31,1963,"Brum, Pablo, ""The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros"", 2014, p 34",1972-9-1,1972,"By The, A. P. (1972, Sep 02). Tupamaro leader shot and captured. New York Times (1923-Current File) Retrieved from http://du.idm.oclc.org/login?url=https://search-proquest-com.du.idm.oclc.org/docview; Garibay, R. (1986). The Tupamaros: The Basis for the Armed Conflict and Their Defeat, ProQuest Dissertations and Theses./119499319?accountid=14608; ",10,0,0,0,0,1,"Frente Amplio (Broad Front, FA)",1,0,3000,0,0,,,,1,1,1,"1,2,3,4,5,6,7,8",1,1,1,1,0,1,"3,4,6,7",0,0,1,1,0,0,1,0,0,3,1,-99.0,1,1,0,0,3,1,0,-99,1,0,0,2,2,1,,165.0,165.0,31/7/1963,1/9/1972,0,1,visible gains short of concessions,regime change,1971.0,2805492.0,0.10693311547493274,False,extreme repression,never violent
